연번,검증인정서번호,기업명,공장명,모델명,검증코드,출력(W),탄소배출량,검증방법,검증인정서발급일,검증인정서만료일
542,2021-542,에이치디현대에너지솔루션(주),음성공장,HiS-S470YJ-ON,HiS-S470YJ-ON_648.96kgCO2,470,648.96,표준배출계수,2024-10-06,2027-10-05
543,2021-543,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-ON,HiS-S475YJ-ON_642.13kgCO2,475,642.13,표준배출계수,2024-10-06,2027-10-05
544,2021-544,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON,HiS-S480YJ-ON_635.44kgCO2,480,635.44,표준배출계수,2024-10-06,2027-10-05
545,2021-545,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON,HiS-S485YJ-ON_628.89kgCO2,485,628.89,표준배출계수,2021-10-06,2024-10-05
546,2021-546,에이치디현대에너지솔루션(주),음성공장,HiS-S470YJ-ON,HiS-S470YJ-ON_649.19kgCO2,470,649.19,표준배출계수,2024-10-06,2027-10-05
547,2021-547,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-ON,HiS-S475YJ-ON_642.35kgCO2,475,642.35,표준배출계수,2024-10-06,2027-10-05
548,2021-548,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON,HiS-S480YJ-ON_635.66kgCO2,480,635.66,표준배출계수,2024-10-06,2027-10-05
549,2021-549,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON,HiS-S485YJ-ON_629.11kgCO2,485,629.11,표준배출계수,2021-10-06,2024-10-05
550,2021-550,에스디피브이(주),강진공장,SPM440-HBB-A1,SPM440-HBB-A1_662.92kgCO2,440,662.92,표준배출계수,2021-10-06,2024-10-05
551,2021-551,에스디피브이(주),강진공장,SPM445-HBB-A1,SPM445-HBB-A1_655.47kgCO2,445,655.47,표준배출계수,2021-10-06,2024-10-05
552,2021-552,에스디피브이(주),강진공장,SPM450-HBB-A1,SPM450-HBB-A1_648.19kgCO2,450,648.19,표준배출계수,2024-10-06,2027-10-05
553,2021-553,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.2 KR1 465,Q.PEAK DUO XL-G10.2 KR1 465_662.16kgCO2,465,662.16,표준배출계수,2021-11-02,2024-11-01
554,2021-554,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.2 KR1 465,Q.PEAK DUO XL-G10.2 KR1 465_750.12kgCO2,465,750.12,표준배출계수,2021-11-02,2024-11-01
555,2021-555,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.2 KR1 470,Q.PEAK DUO XL-G10.2 KR1 470_655.11kgCO2,470,655.11,표준배출계수,2021-11-02,2024-11-01
556,2021-556,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.2 KR1 470,Q.PEAK DUO XL-G10.2 KR1 470_742.14kgCO2,470,742.14,표준배출계수,2021-11-02,2024-11-01
557,2021-557,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.2 KR1 475,Q.PEAK DUO XL-G10.2 KR1 475_648.22kgCO2,475,648.22,표준배출계수,2021-11-02,2024-11-01
558,2021-558,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.2 KR1 475,Q.PEAK DUO XL-G10.2 KR1 475_734.32kgCO2,475,734.32,표준배출계수,2021-11-02,2024-11-01
559,2021-559,한화솔루션(주),진천사업장,Q.PEAK DUO MS-G10.d/BGT KR1 230,Q.PEAK DUO MS-G10.d/BGT KR1 230_799.54kgCO2,230,799.54,표준배출계수,2024-11-02,2027-11-01
560,2021-560,한화솔루션(주),진천사업장,Q.PEAK DUO MS-G10.d/BGT KR1 235,Q.PEAK DUO MS-G10.d/BGT KR1 235_782.52kgCO2,235,782.52,표준배출계수,2024-11-02,2027-11-01
561,2021-561,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d KR1 470,Q.PEAK DUO XL-G10.d KR1 470_646.29kgCO2,470,646.29,표준배출계수,2021-11-02,2024-11-01
562,2021-562,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d KR1 470,Q.PEAK DUO XL-G10.d KR1 470_664.35kgCO2,470,664.35,표준배출계수,2021-11-02,2024-11-01
563,2021-563,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d KR1 470,Q.PEAK DUO XL-G10.d KR1 470_733.31kgCO2,470,733.31,표준배출계수,2021-11-02,2024-11-01
564,2021-564,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d KR1 475,Q.PEAK DUO XL-G10.d KR1 475_639.49kgCO2,475,639.49,표준배출계수,2021-11-02,2024-11-01
565,2021-565,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d KR1 475,Q.PEAK DUO XL-G10.d KR1 475_657.36kgCO2,475,657.36,표준배출계수,2021-11-02,2024-11-01
566,2021-566,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d KR1 475,Q.PEAK DUO XL-G10.d KR1 475_725.59kgCO2,475,725.59,표준배출계수,2021-11-02,2024-11-01
567,2021-567,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d KR1 480,Q.PEAK DUO XL-G10.d KR1 480_632.83kgCO2,480,632.83,표준배출계수,2021-11-02,2024-11-01
568,2021-568,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d KR1 480,Q.PEAK DUO XL-G10.d KR1 480_650.51kgCO2,480,650.51,표준배출계수,2021-11-02,2024-11-01
569,2021-569,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d KR1 480,Q.PEAK DUO XL-G10.d KR1 480_718.03kgCO2,480,718.03,표준배출계수,2021-11-02,2024-11-01
570,2021-570,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d/BFG KR1 480,Q.PEAK DUO XL-G10.d/BFG KR1 480_632.08kgCO2,480,632.08,표준배출계수,2024-11-02,2027-11-01
571,2021-571,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d/BFG KR1 480,Q.PEAK DUO XL-G10.d/BFG KR1 480_649.77kgCO2,480,649.77,표준배출계수,2024-11-02,2027-11-01
572,2021-572,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d/BFG KR1 480,Q.PEAK DUO XL-G10.d/BFG KR1 480_717.29kgCO2,480,717.29,표준배출계수,2024-11-02,2027-11-01
573,2021-573,(주)신성이엔지,김제공장,SS-DM450PN,SS-DM450PN_664.36kgCO2,450,664.36,표준배출계수,2021-11-02,2024-11-01
574,2021-574,(주)신성이엔지,김제공장,SS-DM535BD,SS-DM535BD_798.05kgCO2,535,798.05,표준배출계수,2021-11-02,2024-11-01
575,2021-575,(주)신성이엔지,김제공장,SS-DM540BD,SS-DM540BD_790.66kgCO2,540,790.66,표준배출계수,2021-11-02,2024-11-01
576,2021-576,(주)신성이엔지,김제공장,SS-DM545BD,SS-DM545BD_783.40kgCO2,545,783.4,표준배출계수,2021-11-02,2024-11-01
577,2021-577,(주)신성이엔지,김제공장,SS-DM545BD,SS-DM545BD_741.16kgCO2,545,741.16,표준배출계수,2021-11-02,2023-02-24
578,2021-578,(주)신성이엔지,김제공장,SS-DM540BD,SS-DM540BD_748.03kgCO2,540,748.03,표준배출계수,2021-11-02,2023-02-24
579,2021-579,(주)신성이엔지,김제공장,SS-DM550BD,SS-DM550BD_734.43kgCO2,550,734.43,표준배출계수,2021-11-02,2024-11-01
580,2021-580,(주)신성이엔지,김제공장,SS-DM545BD,SS-DM545BD_741.16kgCO2,545,741.16,표준배출계수,2021-11-02,2024-11-01
581,2021-581,(주)신성이엔지,김제공장,SS-DM540BD,SS-DM540BD_748.03kgCO2,540,748.03,표준배출계수,2021-11-02,2024-11-01
582,2021-582,한솔에너지온,한솔에너지온 오창공장,HS525XD-GHE,HS525XD-GHE_755.60kgCO2,525,755.6,표준배출계수,2021-11-02,2024-11-01
583,2021-583,한솔에너지온,한솔에너지온 오창공장,HS530XD-GHE,HS530XD-GHE_748.47kgCO2,530,748.47,표준배출계수,2021-11-02,2024-11-01
584,2021-584,한솔에너지온,한솔에너지온 오창공장,HS535XD-GHE,HS535XD-GHE_741.48kgCO2,535,741.48,표준배출계수,2021-11-02,2024-11-01
585,2021-585,에이치디현대에너지솔루션(주),음성공장,HiS-S470YJ-ON,HiS-S470YJ-ON_647.09kgCO2,470,647.09,표준배출계수,2024-11-02,2027-11-01
586,2021-586,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-ON,HiS-S475YJ-ON_640.28kgCO2,475,640.28,표준배출계수,2024-11-02,2027-11-01
587,2021-587,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON,HiS-S480YJ-ON_633.61kgCO2,480,633.61,표준배출계수,2024-11-02,2027-11-01
588,2021-588,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON,HiS-S485YJ-ON_627.07kgCO2,485,627.07,표준배출계수,2024-11-02,2027-11-01
589,2021-589,에이치디현대에너지솔루션(주),음성공장,HiS-S470YJ-ON,HiS-S470YJ-ON_647.32kgCO2,470,647.32,표준배출계수,2024-11-02,2027-11-01
590,2021-590,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-ON,HiS-S475YJ-ON_640.50kgCO2,475,640.5,표준배출계수,2024-11-02,2027-11-01
591,2021-591,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON,HiS-S480YJ-ON_633.83kgCO2,480,633.83,표준배출계수,2021-11-02,2024-11-01
592,2021-592,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON,HiS-S485YJ-ON_627.30kgCO2,485,627.3,표준배출계수,2021-11-02,2024-11-01
593,2021-593,에이치디현대에너지솔루션(주),음성공장,HiS-S460YJ-ON,HiS-S460YJ-ON_661.62kgCO2,460,661.62,표준배출계수,2021-11-02,2024-11-01
594,2021-594,에이치디현대에너지솔루션(주),음성공장,HiS-S465YJ-ON,HiS-S465YJ-ON_654.51kgCO2,465,654.51,표준배출계수,2021-11-02,2024-11-01
595,2021-595,에이치디현대에너지솔루션(주),음성공장,HiS-S460YJ-ON,HiS-S460YJ-ON_661.15kgCO2,460,661.15,표준배출계수,2021-11-02,2024-11-01
596,2021-596,에이치디현대에너지솔루션(주),음성공장,HiS-S465YJ-ON,HiS-S465YJ-ON_654.05kgCO2,465,654.05,표준배출계수,2021-11-02,2024-11-01
597,2021-597,에이치디현대에너지솔루션(주),음성공장,HiS-S460YJ-ON,HiS-S460YJ-ON_661.85kgCO2,460,661.85,표준배출계수,2021-11-02,2024-11-01
598,2021-598,에이치디현대에너지솔루션(주),음성공장,HiS-S465YJ-ON,HiS-S465YJ-ON_654.74kgCO2,465,654.74,표준배출계수,2024-11-02,2027-11-01
599,2021-599,에이치디현대에너지솔루션(주),음성공장,HiS-S460YJ-ON,HiS-S460YJ-ON_661.39kgCO2,460,661.39,표준배출계수,2021-11-02,2024-11-01
600,2021-600,에이치디현대에너지솔루션(주),음성공장,HiS-S465YJ-ON,HiS-S465YJ-ON_654.28kgCO2,465,654.28,표준배출계수,2024-11-02,2027-11-01
601,2021-601,에이치디현대에너지솔루션(주),음성공장,HiS-S460YJ-ON,HiS-S460YJ-ON_750.73kgCO2,460,750.73,표준배출계수,2021-11-02,2024-11-01
602,2021-602,에이치디현대에너지솔루션(주),음성공장,HiS-S465YJ-ON,HiS-S465YJ-ON_742.66kgCO2,465,742.66,표준배출계수,2021-11-02,2024-11-01
603,2021-603,에이치디현대에너지솔루션(주),음성공장,HiS-S470YJ-ON,HiS-S470YJ-ON_734.75kgCO2,470,734.75,표준배출계수,2021-11-02,2024-11-01
604,2021-604,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-ON,HiS-S475YJ-ON_727.02kgCO2,475,727.02,표준배출계수,2024-11-02,2027-11-01
605,2021-605,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON,HiS-S480YJ-ON_719.45kgCO2,480,719.45,표준배출계수,2024-11-02,2027-11-01
606,2021-606,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON,HiS-S485YJ-ON_712.03kgCO2,485,712.03,표준배출계수,2024-11-02,2027-11-01
607,2021-607,에이치디현대에너지솔루션(주),음성공장,HiS-S460YJ-ON,HiS-S460YJ-ON_750.26kgCO2,460,750.26,표준배출계수,2021-11-02,2024-11-01
608,2021-608,에이치디현대에너지솔루션(주),음성공장,HiS-S465YJ-ON,HiS-S465YJ-ON_742.19kgCO2,465,742.19,표준배출계수,2021-11-02,2024-11-01
609,2021-609,에이치디현대에너지솔루션(주),음성공장,HiS-S470YJ-ON,HiS-S470YJ-ON_734.30kgCO2,470,734.3,표준배출계수,2021-11-02,2024-11-01
610,2021-610,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-ON,HiS-S475YJ-ON_726.57kgCO2,475,726.57,표준배출계수,2021-11-02,2024-11-01
611,2021-611,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON,HiS-S480YJ-ON_719.00kgCO2,480,719,표준배출계수,2021-11-02,2024-11-01
612,2021-612,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON,HiS-S485YJ-ON_711.59kgCO2,485,711.59,표준배출계수,2021-11-02,2024-11-01
613,2021-613,(주)에스에너지,(주)에스에너지 대전공장,SN25-78MAE-430S,SN25-78MAE-430S_667.12kgCO2,430,667.12,표준배출계수,2021-12-03,2024-12-02
614,2021-614,에이치디현대에너지솔루션(주),음성공장,HiS-S460YJ-ON,HiS-S460YJ-ON_585.58kgCO2,460,585.58,표준배출계수,2021-12-03,2024-12-02
615,2021-615,에이치디현대에너지솔루션(주),음성공장,HiS-S465YJ-ON,HiS-S465YJ-ON_579.28kgCO2,465,579.28,표준배출계수,2021-12-03,2024-12-02
616,2021-616,에이치디현대에너지솔루션(주),음성공장,HiS-S470YJ-ON,HiS-S470YJ-ON_573.12kgCO2,470,573.12,표준배출계수,2021-12-03,2024-12-02
617,2021-617,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-ON,HiS-S475YJ-ON_567.08kgCO2,475,567.08,표준배출계수,2021-12-03,2024-12-02
618,2021-618,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON,HiS-S480YJ-ON_561.18kgCO2,480,561.18,표준배출계수,2024-12-03,2027-12-02
619,2021-619,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON,HiS-S485YJ-ON_555.39kgCO2,485,555.39,표준배출계수,2024-12-03,2027-12-02
620,2021-620,에이치디현대에너지솔루션(주),음성공장,HiS-S460YJ-ON,HiS-S460YJ-ON_585.11kgCO2,460,585.11,표준배출계수,2021-12-03,2024-12-02
621,2021-621,에이치디현대에너지솔루션(주),음성공장,HiS-S465YJ-ON,HiS-S465YJ-ON_578.82kgCO2,465,578.82,표준배출계수,2021-12-03,2024-12-02
622,2021-622,에이치디현대에너지솔루션(주),음성공장,HiS-S470YJ-ON,HiS-S470YJ-ON_572.66kgCO2,470,572.66,표준배출계수,2021-12-03,2024-12-02
623,2021-623,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-ON,HiS-S475YJ-ON_566.63kgCO2,475,566.63,표준배출계수,2021-12-03,2024-12-02
624,2021-624,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON,HiS-S480YJ-ON_560.73kgCO2,480,560.73,표준배출계수,2021-12-03,2024-12-02
625,2021-625,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON,HiS-S485YJ-ON_554.95kgCO2,485,554.95,표준배출계수,2021-12-03,2024-12-02
626,2021-626,에이치디현대에너지솔루션(주),음성공장,HiS-S460YJ-ON,HiS-S460YJ-ON_750.73kgCO2,460,750.73,표준배출계수,2021-12-03,2024-12-02
627,2021-627,에이치디현대에너지솔루션(주),음성공장,HiS-S465YJ-ON,HiS-S465YJ-ON_742.66kgCO2,465,742.66,표준배출계수,2021-12-03,2024-12-02
628,2021-628,에이치디현대에너지솔루션(주),음성공장,HiS-S470YJ-ON,HiS-S470YJ-ON_734.75kgCO2,470,734.75,표준배출계수,2021-12-03,2024-12-02
629,2021-629,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-ON,HiS-S475YJ-ON_727.02kgCO2,475,727.02,표준배출계수,2021-12-03,2024-12-02
630,2021-630,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON,HiS-S480YJ-ON_719.45kgCO2,480,719.45,표준배출계수,2024-12-03,2027-12-02
631,2021-631,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON,HiS-S485YJ-ON_712.03kgCO2,485,712.03,표준배출계수,2021-12-03,2024-12-02
632,2021-632,에이치디현대에너지솔루션(주),음성공장,HiS-S460YJ-ON,HiS-S460YJ-ON_750.26kgCO2,460,750.26,표준배출계수,2021-12-03,2024-12-02
633,2021-633,에이치디현대에너지솔루션(주),음성공장,HiS-S465YJ-ON,HiS-S465YJ-ON_742.19kgCO2,465,742.19,표준배출계수,2021-12-03,2024-12-02
634,2021-634,에이치디현대에너지솔루션(주),음성공장,HiS-S470YJ-ON,HiS-S470YJ-ON_734.30kgCO2,470,734.3,표준배출계수,2021-12-03,2024-12-02
635,2021-635,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-ON,HiS-S475YJ-ON_726.57kgCO2,475,726.57,표준배출계수,2021-12-03,2024-12-02
636,2021-636,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON,HiS-S480YJ-ON_719.00kgCO2,480,719,표준배출계수,2024-12-03,2027-12-02
637,2021-637,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON,HiS-S485YJ-ON_711.59kgCO2,485,711.59,표준배출계수,2024-12-03,2027-12-02
638,2021-638,에이치디현대에너지솔루션(주),음성공장,HiS-S470ZJ-ON,HiS-S470ZJ-ON_741.88kgCO2,470,741.88,표준배출계수,2021-12-03,2024-12-02
639,2021-639,에이치디현대에너지솔루션(주),음성공장,HiS-S475ZJ-ON,HiS-S475ZJ-ON_734.07kgCO2,475,734.07,표준배출계수,2021-12-03,2024-12-02
640,2021-640,에이치디현대에너지솔루션(주),음성공장,HiS-S480ZJ-ON,HiS-S480ZJ-ON_726.42kgCO2,480,726.42,표준배출계수,2024-12-03,2027-12-02
641,2021-641,에이치디현대에너지솔루션(주),음성공장,HiS-S485ZJ-ON,HiS-S485ZJ-ON_718.93kgCO2,485,718.93,표준배출계수,2024-12-03,2027-12-02
642,2021-642,에이치디현대에너지솔루션(주),음성공장,HiS-S470ZJ-ON,HiS-S470ZJ-ON_741.88kgCO2,470,741.88,표준배출계수,2021-12-03,2024-12-02
643,2021-643,에이치디현대에너지솔루션(주),음성공장,HiS-S475ZJ-ON,HiS-S475ZJ-ON_734.07kgCO2,475,734.07,표준배출계수,2021-12-03,2024-12-02
644,2021-644,에이치디현대에너지솔루션(주),음성공장,HiS-S480ZJ-ON,HiS-S480ZJ-ON_726.42kgCO2,480,726.42,표준배출계수,2021-12-03,2024-12-02
645,2021-645,에이치디현대에너지솔루션(주),음성공장,HiS-S485ZJ-ON,HiS-S485ZJ-ON_718.93kgCO2,485,718.93,표준배출계수,2021-12-03,2024-12-02
646,2021-646,에이치디현대에너지솔루션(주),음성공장,HiS-S470ZJ-ON,HiS-S470ZJ-ON_654.67kgCO2,470,654.67,표준배출계수,2021-12-03,2024-12-02
647,2021-647,에이치디현대에너지솔루션(주),음성공장,HiS-S475ZJ-ON,HiS-S475ZJ-ON_647.78kgCO2,475,647.78,표준배출계수,2021-12-03,2024-12-02
648,2021-648,에이치디현대에너지솔루션(주),음성공장,HiS-S480ZJ-ON,HiS-S480ZJ-ON_641.03kgCO2,480,641.03,표준배출계수,2024-12-03,2027-12-02
649,2021-649,에이치디현대에너지솔루션(주),음성공장,HiS-S485ZJ-ON,HiS-S485ZJ-ON_634.42kgCO2,485,634.42,표준배출계수,2021-12-03,2024-12-02
650,2021-650,에이치디현대에너지솔루션(주),음성공장,HiS-S470ZJ-ON,HiS-S470ZJ-ON_580.24kgCO2,470,580.24,표준배출계수,2021-12-03,2024-12-02
651,2021-651,에이치디현대에너지솔루션(주),음성공장,HiS-S475ZJ-ON,HiS-S475ZJ-ON_574.13kgCO2,475,574.13,표준배출계수,2021-12-03,2024-12-02
652,2021-652,에이치디현대에너지솔루션(주),음성공장,HiS-S480ZJ-ON,HiS-S480ZJ-ON_568.15kgCO2,480,568.15,표준배출계수,2021-12-03,2024-12-02
653,2021-653,에이치디현대에너지솔루션(주),음성공장,HiS-S485ZJ-ON,HiS-S485ZJ-ON_562.29kgCO2,485,562.29,표준배출계수,2021-12-03,2024-12-02
654,2021-654,에이치디현대에너지솔루션(주),음성공장,HiS-S470ZJ-ONC,HiS-S470ZJ-ONC_740.15kgCO2,470,740.15,표준배출계수,2021-12-03,2024-12-02
655,2021-655,에이치디현대에너지솔루션(주),음성공장,HiS-S475ZJ-ONC,HiS-S475ZJ-ONC_732.36kgCO2,475,732.36,표준배출계수,2021-12-03,2024-12-02
656,2021-656,에이치디현대에너지솔루션(주),음성공장,HiS-S480ZJ-ONC,HiS-S480ZJ-ONC_724.73kgCO2,480,724.73,표준배출계수,2021-12-03,2024-12-02
657,2021-657,에이치디현대에너지솔루션(주),음성공장,HiS-S485ZJ-ONC,HiS-S485ZJ-ONC_717.26kgCO2,485,717.26,표준배출계수,2021-12-03,2024-12-02
658,2021-658,에이치디현대에너지솔루션(주),음성공장,HiS-S470ZJ-ONC,HiS-S470ZJ-ONC_740.15kgCO2,470,740.15,표준배출계수,2021-12-03,2024-12-02
659,2021-659,에이치디현대에너지솔루션(주),음성공장,HiS-S475ZJ-ONC,HiS-S475ZJ-ONC_732.36kgCO2,475,732.36,표준배출계수,2021-12-03,2024-12-02
660,2021-660,에이치디현대에너지솔루션(주),음성공장,HiS-S480ZJ-ONC,HiS-S480ZJ-ONC_724.73kgCO2,480,724.73,표준배출계수,2021-12-03,2024-12-02
661,2021-661,에이치디현대에너지솔루션(주),음성공장,HiS-S485ZJ-ONC,HiS-S485ZJ-ONC_717.26kgCO2,485,717.26,표준배출계수,2021-12-03,2024-12-02
662,2021-662,에이치디현대에너지솔루션(주),음성공장,HiS-S470ZJ-ONC,HiS-S470ZJ-ONC_652.94kgCO2,470,652.94,표준배출계수,2021-12-03,2024-12-02
663,2021-663,에이치디현대에너지솔루션(주),음성공장,HiS-S475ZJ-ONC,HiS-S475ZJ-ONC_646.07kgCO2,475,646.07,표준배출계수,2021-12-03,2024-12-02
664,2021-664,에이치디현대에너지솔루션(주),음성공장,HiS-S480ZJ-ONC,HiS-S480ZJ-ONC_639.34kgCO2,480,639.34,표준배출계수,2021-12-03,2024-12-02
665,2021-665,에이치디현대에너지솔루션(주),음성공장,HiS-S485ZJ-ONC,HiS-S485ZJ-ONC_632.75kgCO2,485,632.75,표준배출계수,2021-12-03,2024-12-02
666,2021-666,에이치디현대에너지솔루션(주),음성공장,HiS-S470ZJ-ONC,HiS-S470ZJ-ONC_578.51kgCO2,470,578.51,표준배출계수,2021-12-03,2024-12-02
667,2021-667,에이치디현대에너지솔루션(주),음성공장,HiS-S475ZJ-ONC,HiS-S475ZJ-ONC_572.42kgCO2,475,572.42,표준배출계수,2021-12-03,2024-12-02
668,2021-668,에이치디현대에너지솔루션(주),음성공장,HiS-S480ZJ-ONC,HiS-S480ZJ-ONC_566.46kgCO2,480,566.46,표준배출계수,2021-12-03,2024-12-02
669,2021-669,에이치디현대에너지솔루션(주),음성공장,HiS-S485ZJ-ONC,HiS-S485ZJ-ONC_560.62kgCO2,485,560.62,표준배출계수,2021-12-03,2024-12-02
670,2021-670,에이치디현대에너지솔루션(주),음성공장,HiS-S470YJ-EN,HiS-S470YJ-EN_663.81kgCO2,470,663.81,표준배출계수,2021-12-03,2024-12-02
671,2021-671,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-EN,HiS-S475YJ-EN_656.82kgCO2,475,656.82,표준배출계수,2021-12-03,2024-12-02
672,2021-672,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-EN,HiS-S480YJ-EN_649.98kgCO2,480,649.98,표준배출계수,2024-12-03,2027-12-02
673,2021-673,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-EN,HiS-S485YJ-EN_643.28kgCO2,485,643.28,표준배출계수,2024-12-03,2027-12-02
674,2021-674,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11.3/BFG KJ1 570,Q.PEAK DUO XL-G11.3/BFG KJ1 570_744.48kgCO2,570,744.48,표준배출계수,2024-12-03,2027-12-02
